Kruszwica               1819,        5241,
Kruszyna                1917,        5058,
Krynica                 2058,        4926,
Krynice                 2323,        5035,
Krynki                  2347,        5316,
Krypno                  2253,        5317,
Krzanowice              1808,        5001,
Krzczonów               2242,        5101,
Krzemieniec             2545,        5007,
Krzemieniewo            1651,        5151,
Krzepice                1844,        5058,
Krzeszowice             1938,        5008,
Krzeszów                2221,        5025,
Krzeszyce               1500,        5235,
Krzęcin                 1529,        5305,
Krzykosy                1722,        5207,
Krzymów                 1827,        5212,
Krzynowłoga Mała        2047,        5309,
Krzywcza                2233,        4948,
